V1,ID,Task,Q1Gender,Age,Distance,Trips,Q13CurrentThreatToSelf,Q14FutureThreatToSelf,Q15ThreatToEnvironment,BP,Charity,Consequentiality,Experts,Education,Employment,Survey,Price_B,Performance_B,Emission_B,Performance_A,Emission_A,Price_A,Choice,Income,Order,Task.1,Consequentiality.1,Experts.1,Q6ResearchResponse,Q6Bid,Q7Bid,Q7Bid2,Q7TreatmentResponse,Q7Response2,Timing,Q12CECertainty,Q6ResearchCertainty,Q7TreatmentCertainty,IncomeDummy,av_A,av_B,Bid_Alt,ExpertsDummy,ExpertsGroup,Weights,Q5Knowledge,Order.1
548,137,4,0,47.5,50,1,3,4,5,0,0,2,4,3,6,10,1,10,40,0,0,0,2,2750,1,4,2,4,2,40,5,10,2,1,471,2,1,2,1,1,1,0,1,2,1.08527369190632,4,1
549,138,1,0,47.5,50,0,2,2,3,0,0,1,3,1,4,10,1,50,90,0,0,0,2,250,0,1,1,3,1,60,5,10,2,1,395,1,1,1,0,1,1,0,0,1,0.698000595609755,3,0
550,138,2,0,47.5,50,0,2,2,3,0,0,1,3,1,4,10,0.5,5,40,0,0,0,2,250,0,2,1,3,1,60,5,10,2,1,395,1,1,1,0,1,1,0,0,1,0.698000595609755,3,0
551,138,3,0,47.5,50,0,2,2,3,0,0,1,3,1,4,10,5,10,90,0,0,0,2,250,0,3,1,3,1,60,5,10,2,1,395,1,1,1,0,1,1,0,0,1,0.698000595609755,3,0
552,138,4,0,47.5,50,0,2,2,3,0,0,1,3,1,4,10,5,5,10,0,0,0,2,250,0,4,1,3,1,60,5,10,2,1,395,1,1,1,0,1,1,0,0,1,0.698000595609755,3,0
553,139,1,0,21.5,35,2,4,5,5,1,1,2,4,4,4,9,1,50,90,0,0,0,2,4500,0,1,2,4,2,40,20,40,2,1,510,2,2,1,1,1,1,0,1,2,0.95206270585416,5,0
554,139,2,0,21.5,35,2,4,5,5,1,1,2,4,4,4,9,0.5,10,10,0,0,0,2,4500,0,2,2,4,2,40,20,40,2,1,510,2,2,1,1,1,1,0,1,2,0.95206270585416,5,0
555,139,3,0,21.5,35,2,4,5,5,1,1,2,4,4,4,9,2.5,5,90,0,0,0,2,4500,0,3,2,4,2,40,20,40,2,1,510,2,2,1,1,1,1,0,1,2,0.95206270585416,5,0
556,139,4,0,21.5,35,2,4,5,5,1,1,2,4,4,4,9,2.5,50,10,0,0,0,2,4500,0,4,2,4,2,40,20,40,2,1,510,2,2,1,1,1,1,0,1,2,0.95206270585416,5,0
557,140,1,0,32.5,50,1,4,5,5,1,1,2,4,3,4,9,1,50,90,0,0,0,2,2250,1,1,2,4,2,20,40,80,2,1,438,1,1,1,1,1,1,0,1,2,0.972256484925296,3,1
558,140,2,0,32.5,50,1,4,5,5,1,1,2,4,3,4,9,0.5,10,10,0,0,0,2,2250,1,2,2,4,2,20,40,80,2,1,438,1,1,1,1,1,1,0,1,2,0.972256484925296,3,1
559,140,3,0,32.5,50,1,4,5,5,1,1,2,4,3,4,9,1,5,10,0,0,0,2,2250,1,3,2,4,2,20,40,80,2,1,438,1,1,1,1,1,1,0,1,2,0.972256484925296,3,1
560,140,4,0,32.5,50,1,4,5,5,1,1,2,4,3,4,9,1,10,40,0,0,0,2,2250,1,4,2,4,2,20,40,80,2,1,438,1,1,1,1,1,1,0,1,2,0.972256484925296,3,1
561,141,1,0,47.5,15.5,3,5,5,5,1,0,2,4,4,6,10,5,5,10,0,0,0,1,2750,0,1,2,4,1,100,90,45,1,1,593,1,1,0,1,1,1,0,1,2,1.16249486564844,3,0
562,141,2,0,47.5,15.5,3,5,5,5,1,0,2,4,4,6,10,2.5,5,40,0,0,0,1,2750,0,2,2,4,1,100,90,45,1,1,593,1,1,0,1,1,1,0,1,2,1.16249486564844,3,0
563,141,3,0,47.5,15.5,3,5,5,5,1,0,2,4,4,6,10,1,5,10,0,0,0,1,2750,0,3,2,4,1,100,90,45,1,1,593,1,1,0,1,1,1,0,1,2,1.16249486564844,3,0
564,141,4,0,47.5,15.5,3,5,5,5,1,0,2,4,4,6,10,2.5,50,10,0,0,0,1,2750,0,4,2,4,1,100,90,45,1,1,593,1,1,0,1,1,1,0,1,2,1.16249486564844,3,0
565,142,1,1,47.5,15.5,3,4,4,4,1,1,1,4,2,6,6,5,50,40,0,0,0,1,1750,0,1,1,4,2,10,40,80,2,0,655,2,0,1,0,1,1,0,1,2,0.962060815024746,3,0
566,142,2,1,47.5,15.5,3,4,4,4,1,1,1,4,2,6,6,0.5,5,40,0,0,0,2,1750,0,2,1,4,2,10,40,80,2,0,655,2,0,1,0,1,1,0,1,2,0.962060815024746,3,0
567,142,3,1,47.5,15.5,3,4,4,4,1,1,1,4,2,6,6,0.5,5,90,0,0,0,2,1750,0,3,1,4,2,10,40,80,2,0,655,2,0,1,0,1,1,0,1,2,0.962060815024746,3,0
568,142,4,1,47.5,15.5,3,4,4,4,1,1,1,4,2,6,6,5,5,10,0,0,0,1,1750,0,4,1,4,2,10,40,80,2,0,655,2,0,1,0,1,1,0,1,2,0.962060815024746,3,0
569,143,1,0,32.5,50,1,3,3,5,2,0,1,5,4,1,10,5,5,10,0,0,0,2,750,1,1,1,5,2,90,20,40,2,1,387,2,2,2,0,1,1,0,1,2,0.497885754993495,4,1
570,143,2,0,32.5,50,1,3,3,5,2,0,1,5,4,1,10,0.5,10,10,0,0,0,1,750,1,2,1,5,2,90,20,40,2,1,387,2,2,2,0,1,1,0,1,2,0.497885754993495,4,1
571,143,3,0,32.5,50,1,3,3,5,2,0,1,5,4,1,10,5,10,90,0,0,0,1,750,1,3,1,5,2,90,20,40,2,1,387,2,2,2,0,1,1,0,1,2,0.497885754993495,4,1
572,143,4,0,32.5,50,1,3,3,5,2,0,1,5,4,1,10,0.5,50,10,0,0,0,1,750,1,4,1,5,2,90,20,40,2,1,387,2,2,2,0,1,1,0,1,2,0.497885754993495,4,1
573,144,1,1,32.5,50,2,3,3,3,0,0,2,3,2,6,6,5,5,10,0,0,0,1,2250,0,1,2,3,1,90,100,200,2,0,294,1,1,1,1,1,1,0,0,1,0.673593525813629,2,0
574,144,2,1,32.5,50,2,3,3,3,0,0,2,3,2,6,6,2.5,5,10,0,0,0,1,2250,0,2,2,3,1,90,100,200,2,0,294,1,1,1,1,1,1,0,0,1,0.673593525813629,2,0
575,144,3,1,32.5,50,2,3,3,3,0,0,2,3,2,6,6,5,10,90,0,0,0,1,2250,0,3,2,3,1,90,100,200,2,0,294,1,1,1,1,1,1,0,0,1,0.673593525813629,2,0
576,144,4,1,32.5,50,2,3,3,3,0,0,2,3,2,6,6,2.5,50,10,0,0,0,1,2250,0,4,2,3,1,90,100,200,2,0,294,1,1,1,1,1,1,0,0,1,0.673593525813629,2,0
577,145,1,0,47.5,50,2,4,5,5,0,0,2,5,4,6,10,5,5,10,0,0,0,1,5000,1,1,2,5,2,10,80,160,2,0,347,1,2,1,1,1,1,0,1,2,1.19177961095689,4,1
578,145,2,0,47.5,50,2,4,5,5,0,0,2,5,4,6,10,2.5,5,40,0,0,0,2,5000,1,2,2,5,2,10,80,160,2,0,347,1,2,1,1,1,1,0,1,2,1.19177961095689,4,1
579,145,3,0,47.5,50,2,4,5,5,0,0,2,5,4,6,10,5,10,90,0,0,0,2,5000,1,3,2,5,2,10,80,160,2,0,347,1,2,1,1,1,1,0,1,2,1.19177961095689,4,1
580,145,4,0,47.5,50,2,4,5,5,0,0,2,5,4,6,10,5,5,10,0,0,0,2,5000,1,4,2,5,2,10,80,160,2,0,347,1,2,1,1,1,1,0,1,2,1.19177961095689,4,1
581,146,1,0,47.5,1,3,3,4,4,0,1,1,2,2,5,8,5,50,40,0,0,0,1,1750,1,1,1,2,1,40,5,10,2,0,463,1,2,1,0,1,1,0,0,0,0.000128651486236993,2,1
582,146,2,0,47.5,1,3,3,4,4,0,1,1,2,2,5,8,2.5,5,40,0,0,0,1,1750,1,2,1,2,1,40,5,10,2,0,463,1,2,1,0,1,1,0,0,0,0.000128651486236993,2,1
583,146,3,0,47.5,1,3,3,4,4,0,1,1,2,2,5,8,5,10,90,0,0,0,1,1750,1,3,1,2,1,40,5,10,2,0,463,1,2,1,0,1,1,0,0,0,0.000128651486236993,2,1
584,146,4,0,47.5,1,3,3,4,4,0,1,1,2,2,5,8,2.5,50,10,0,0,0,1,1750,1,4,1,2,1,40,5,10,2,0,463,1,2,1,0,1,1,0,0,0,0.000128651486236993,2,1
585,147,1,0,32.5,50,2,4,5,5,2,0,2,5,4,6,9,5,5,10,0,0,0,1,2750,0,1,2,5,1,60,20,40,2,1,153,1,1,1,1,1,1,0,1,2,0.303542698522595,5,0
586,147,2,0,32.5,50,2,4,5,5,2,0,2,5,4,6,9,0.5,5,40,0,0,0,2,2750,0,2,2,5,1,60,20,40,2,1,153,1,1,1,1,1,1,0,1,2,0.303542698522595,5,0
587,147,3,0,32.5,50,2,4,5,5,2,0,2,5,4,6,9,2.5,5,90,0,0,0,2,2750,0,3,2,5,1,60,20,40,2,1,153,1,1,1,1,1,1,0,1,2,0.303542698522595,5,0
588,147,4,0,32.5,50,2,4,5,5,2,0,2,5,4,6,9,2.5,50,10,0,0,0,2,2750,0,4,2,5,1,60,20,40,2,1,153,1,1,1,1,1,1,0,1,2,0.303542698522595,5,0
589,148,1,1,63,50,2,3,3,5,1,0,1,5,4,2,10,2.5,10,10,0,0,0,1,3500,0,1,1,5,2,100,80,160,2,1,562,1,2,2,1,1,1,0,1,2,0.801875184684905,4,0
590,148,2,1,63,50,2,3,3,5,1,0,1,5,4,2,10,0.5,10,10,0,0,0,1,3500,0,2,1,5,2,100,80,160,2,1,562,1,2,2,1,1,1,0,1,2,0.801875184684905,4,0
591,148,3,1,63,50,2,3,3,5,1,0,1,5,4,2,10,1,5,10,0,0,0,1,3500,0,3,1,5,2,100,80,160,2,1,562,1,2,2,1,1,1,0,1,2,0.801875184684905,4,0
592,148,4,1,63,50,2,3,3,5,1,0,1,5,4,2,10,1,10,40,0,0,0,2,3500,0,4,1,5,2,100,80,160,2,1,562,1,2,2,1,1,1,0,1,2,0.801875184684905,4,0
593,149,1,1,47.5,1,3,2,2,3,1,1,1,3,2,6,10,1,50,90,0,0,0,2,2250,1,1,1,3,1,60,90,45,1,0,740,1,1,2,1,1,1,0,0,1,1.3345093789262,3,1
594,149,2,1,47.5,1,3,2,2,3,1,1,1,3,2,6,10,2.5,5,40,0,0,0,1,2250,1,2,1,3,1,60,90,45,1,0,740,1,1,2,1,1,1,0,0,1,1.3345093789262,3,1
595,149,3,1,47.5,1,3,2,2,3,1,1,1,3,2,6,10,0.5,5,90,0,0,0,2,2250,1,3,1,3,1,60,90,45,1,0,740,1,1,2,1,1,1,0,0,1,1.3345093789262,3,1
596,149,4,1,47.5,1,3,2,2,3,1,1,1,3,2,6,10,0.5,50,10,0,0,0,2,2250,1,4,1,3,1,60,90,45,1,0,740,1,1,2,1,1,1,0,0,1,1.3345093789262,3,1
597,150,1,0,21.5,6.5,1,2,3,2,1,1,2,2,2,3,8,1,50,90,0,0,0,2,250,0,1,2,2,1,100,10,20,2,1,265,1,0,1,0,1,1,0,0,0,1.65594260108294,2,0
598,150,2,0,21.5,6.5,1,2,3,2,1,1,2,2,2,3,8,0.5,10,10,0,0,0,2,250,0,2,2,2,1,100,10,20,2,1,265,1,0,1,0,1,1,0,0,0,1.65594260108294,2,0
599,150,3,0,21.5,6.5,1,2,3,2,1,1,2,2,2,3,8,5,10,90,0,0,0,2,250,0,3,2,2,1,100,10,20,2,1,265,1,0,1,0,1,1,0,0,0,1.65594260108294,2,0
600,150,4,0,21.5,6.5,1,2,3,2,1,1,2,2,2,3,8,1,10,40,0,0,0,2,250,0,4,2,2,1,100,10,20,2,1,265,1,0,1,0,1,1,0,0,0,1.65594260108294,2,0
601,151,1,0,21.5,6.5,2,4,4,4,2,0,2,4,3,3,10,5,5,10,0,0,0,1,4500,1,1,2,4,1,100,5,10,2,0,340,2,2,1,1,1,1,0,1,2,0.882487068501959,3,1
602,151,2,0,21.5,6.5,2,4,4,4,2,0,2,4,3,3,10,0.5,10,10,0,0,0,2,4500,1,2,2,4,1,100,5,10,2,0,340,2,2,1,1,1,1,0,1,2,0.882487068501959,3,1
603,151,3,0,21.5,6.5,2,4,4,4,2,0,2,4,3,3,10,1,5,10,0,0,0,1,4500,1,3,2,4,1,100,5,10,2,0,340,2,2,1,1,1,1,0,1,2,0.882487068501959,3,1
604,151,4,0,21.5,6.5,2,4,4,4,2,0,2,4,3,3,10,0.5,50,10,0,0,0,1,4500,1,4,2,4,1,100,5,10,2,0,340,2,2,1,1,1,1,0,1,2,0.882487068501959,3,1
605,152,1,0,32.5,50,1,3,3,3,0,0,1,3,2,1,8,5,5,10,0,0,0,1,3500,0,1,1,3,2,5,5,10,2,1,242,1,1,1,1,1,1,0,0,1,0.586607577678025,2,0
606,152,2,0,32.5,50,1,3,3,3,0,0,1,3,2,1,8,2.5,5,40,0,0,0,1,3500,0,2,1,3,2,5,5,10,2,1,242,1,1,1,1,1,1,0,0,1,0.586607577678025,2,0
607,152,3,0,32.5,50,1,3,3,3,0,0,1,3,2,1,8,5,10,90,0,0,0,2,3500,0,3,1,3,2,5,5,10,2,1,242,1,1,1,1,1,1,0,0,1,0.586607577678025,2,0
608,152,4,0,32.5,50,1,3,3,3,0,0,1,3,2,1,8,2.5,50,10,0,0,0,1,3500,0,4,1,3,2,5,5,10,2,1,242,1,1,1,1,1,1,0,0,1,0.586607577678025,2,0
609,153,1,0,47.5,15.5,2,4,4,4,1,1,2,3,3,6,10,5,5,10,0,0,0,1,2750,1,1,2,3,2,40,90,180,2,1,270,1,2,2,1,1,1,0,0,1,1.51748292552859,4,1
610,153,2,0,47.5,15.5,2,4,4,4,1,1,2,3,3,6,10,0.5,5,40,0,0,0,2,2750,1,2,2,3,2,40,90,180,2,1,270,1,2,2,1,1,1,0,0,1,1.51748292552859,4,1
611,153,3,0,47.5,15.5,2,4,4,4,1,1,2,3,3,6,10,5,10,90,0,0,0,2,2750,1,3,2,3,2,40,90,180,2,1,270,1,2,2,1,1,1,0,0,1,1.51748292552859,4,1
612,153,4,0,47.5,15.5,2,4,4,4,1,1,2,3,3,6,10,0.5,50,10,0,0,0,2,2750,1,4,2,3,2,40,90,180,2,1,270,1,2,2,1,1,1,0,0,1,1.51748292552859,4,1
613,154,1,1,47.5,6.5,2,3,4,5,0,1,0,4,2,6,9,5,50,40,0,0,0,1,2250,0,1,0,4,2,10,60,30,1,1,358,1,2,1,1,1,1,0,1,2,1.26091329443743,3,0
614,154,2,1,47.5,6.5,2,3,4,5,0,1,0,4,2,6,9,2.5,5,40,0,0,0,1,2250,0,2,0,4,2,10,60,30,1,1,358,1,2,1,1,1,1,0,1,2,1.26091329443743,3,0
615,154,3,1,47.5,6.5,2,3,4,5,0,1,0,4,2,6,9,5,10,90,0,0,0,1,2250,0,3,0,4,2,10,60,30,1,1,358,1,2,1,1,1,1,0,1,2,1.26091329443743,3,0
616,154,4,1,47.5,6.5,2,3,4,5,0,1,0,4,2,6,9,0.5,50,10,0,0,0,1,2250,0,4,0,4,2,10,60,30,1,1,358,1,2,1,1,1,1,0,1,2,1.26091329443743,3,0
617,155,1,0,32.5,50,1,4,5,5,1,1,2,5,3,4,10,5,5,10,0,0,0,1,2250,0,1,2,5,2,5,90,180,2,0,554,2,2,2,1,1,1,0,1,2,0.574022493007827,4,0
618,155,2,0,32.5,50,1,4,5,5,1,1,2,5,3,4,10,0.5,5,40,0,0,0,2,2250,0,2,2,5,2,5,90,180,2,0,554,2,2,2,1,1,1,0,1,2,0.574022493007827,4,0
619,155,3,0,32.5,50,1,4,5,5,1,1,2,5,3,4,10,1,5,10,0,0,0,1,2250,0,3,2,5,2,5,90,180,2,0,554,2,2,2,1,1,1,0,1,2,0.574022493007827,4,0
620,155,4,0,32.5,50,1,4,5,5,1,1,2,5,3,4,10,2.5,50,10,0,0,0,1,2250,0,4,2,5,2,5,90,180,2,0,554,2,2,2,1,1,1,0,1,2,0.574022493007827,4,0
621,156,1,0,21.5,50,1,4,5,5,1,1,2,3,1,4,8,2.5,10,10,0,0,0,2,750,0,1,2,3,2,20,10,20,2,0,267,1,1,1,0,1,1,0,0,1,1.04274286294569,3,0
622,156,2,0,21.5,50,1,4,5,5,1,1,2,3,1,4,8,2.5,5,10,0,0,0,2,750,0,2,2,3,2,20,10,20,2,0,267,1,1,1,0,1,1,0,0,1,1.04274286294569,3,0
623,156,3,0,21.5,50,1,4,5,5,1,1,2,3,1,4,8,0.5,5,90,0,0,0,2,750,0,3,2,3,2,20,10,20,2,0,267,1,1,1,0,1,1,0,0,1,1.04274286294569,3,0
624,156,4,0,21.5,50,1,4,5,5,1,1,2,3,1,4,8,1,10,40,0,0,0,2,750,0,4,2,3,2,20,10,20,2,0,267,1,1,1,0,1,1,0,0,1,1.04274286294569,3,0
625,157,1,0,63,15.5,3,5,5,5,2,1,2,3,3,5,10,1,50,90,0,0,0,2,750,0,1,2,3,2,40,90,180,2,1,499,2,1,1,0,1,1,0,0,1,1.06505578348017,2,0
626,157,2,0,63,15.5,3,5,5,5,2,1,2,3,3,5,10,0.5,5,40,0,0,0,2,750,0,2,2,3,2,40,90,180,2,1,499,2,1,1,0,1,1,0,0,1,1.06505578348017,2,0
627,157,3,0,63,15.5,3,5,5,5,2,1,2,3,3,5,10,5,10,90,0,0,0,2,750,0,3,2,3,2,40,90,180,2,1,499,2,1,1,0,1,1,0,0,1,1.06505578348017,2,0
628,157,4,0,63,15.5,3,5,5,5,2,1,2,3,3,5,10,1,10,40,0,0,0,2,750,0,4,2,3,2,40,90,180,2,1,499,2,1,1,0,1,1,0,0,1,1.06505578348017,2,0
629,158,1,2,32.5,35,0,4,3,3,1,0,1,3,4,6,10,2.5,10,10,0,0,0,2,2250,0,1,1,3,1,80,40,20,1,0,174,1,2,2,1,1,1,0,0,1,0.704506919896927,1,0
630,158,2,2,32.5,35,0,4,3,3,1,0,1,3,4,6,10,0.5,5,40,0,0,0,2,2250,0,2,1,3,1,80,40,20,1,0,174,1,2,2,1,1,1,0,0,1,0.704506919896927,1,0
631,158,3,2,32.5,35,0,4,3,3,1,0,1,3,4,6,10,0.5,5,90,0,0,0,2,2250,0,3,1,3,1,80,40,20,1,0,174,1,2,2,1,1,1,0,0,1,0.704506919896927,1,0
632,158,4,2,32.5,35,0,4,3,3,1,0,1,3,4,6,10,0.5,50,10,0,0,0,2,2250,0,4,1,3,1,80,40,20,1,0,174,1,2,2,1,1,1,0,0,1,0.704506919896927,1,0
633,159,1,1,32.5,6.5,3,5,5,5,2,1,2,4,3,5,8,1,50,90,0,0,0,2,5000,1,1,2,4,2,90,5,10,2,1,259,1,2,1,1,1,1,0,1,2,0.798859982154746,3,1
634,159,2,1,32.5,6.5,3,5,5,5,2,1,2,4,3,5,8,2.5,5,10,0,0,0,2,5000,1,2,2,4,2,90,5,10,2,1,259,1,2,1,1,1,1,0,1,2,0.798859982154746,3,1
635,159,3,1,32.5,6.5,3,5,5,5,2,1,2,4,3,5,8,5,10,90,0,0,0,2,5000,1,3,2,4,2,90,5,10,2,1,259,1,2,1,1,1,1,0,1,2,0.798859982154746,3,1
636,159,4,1,32.5,6.5,3,5,5,5,2,1,2,4,3,5,8,5,5,10,0,0,0,2,5000,1,4,2,4,2,90,5,10,2,1,259,1,2,1,1,1,1,0,1,2,0.798859982154746,3,1
637,160,1,1,32.5,15.5,0,3,3,4,1,0,0,4,3,6,8,2.5,10,10,0,0,0,2,2750,0,1,0,4,2,80,60,120,2,1,581,1,2,2,1,1,1,0,1,2,1.03032186968461,4,0
638,160,2,1,32.5,15.5,0,3,3,4,1,0,0,4,3,6,8,0.5,5,40,0,0,0,1,2750,0,2,0,4,2,80,60,120,2,1,581,1,2,2,1,1,1,0,1,2,1.03032186968461,4,0
639,160,3,1,32.5,15.5,0,3,3,4,1,0,0,4,3,6,8,1,5,10,0,0,0,1,2750,0,3,0,4,2,80,60,120,2,1,581,1,2,2,1,1,1,0,1,2,1.03032186968461,4,0
640,160,4,1,32.5,15.5,0,3,3,4,1,0,0,4,3,6,8,2.5,50,10,0,0,0,2,2750,0,4,0,4,2,80,60,120,2,1,581,1,2,2,1,1,1,0,1,2,1.03032186968461,4,0
641,161,1,1,32.5,35,1,5,5,4,1,1,2,5,3,6,10,1,50,90,0,0,0,2,4500,0,1,2,5,2,20,5,10,2,1,546,2,2,2,1,1,1,0,1,2,0.69095105835255,4,0
642,161,2,1,32.5,35,1,5,5,4,1,1,2,5,3,6,10,0.5,10,10,0,0,0,2,4500,0,2,2,5,2,20,5,10,2,1,546,2,2,2,1,1,1,0,1,2,0.69095105835255,4,0
643,161,3,1,32.5,35,1,5,5,4,1,1,2,5,3,6,10,1,5,10,0,0,0,2,4500,0,3,2,5,2,20,5,10,2,1,546,2,2,2,1,1,1,0,1,2,0.69095105835255,4,0
644,161,4,1,32.5,35,1,5,5,4,1,1,2,5,3,6,10,2.5,50,10,0,0,0,2,4500,0,4,2,5,2,20,5,10,2,1,546,2,2,2,1,1,1,0,1,2,0.69095105835255,4,0
645,162,1,1,47.5,50,1,3,4,4,1,1,2,4,3,6,10,1,50,90,0,0,0,2,1750,1,1,2,4,2,60,20,40,2,1,516,1,1,1,0,1,1,0,1,2,0.853203428195986,2,1
646,162,2,1,47.5,50,1,3,4,4,1,1,2,4,3,6,10,2.5,5,40,0,0,0,2,1750,1,2,2,4,2,60,20,40,2,1,516,1,1,1,0,1,1,0,1,2,0.853203428195986,2,1
647,162,3,1,47.5,50,1,3,4,4,1,1,2,4,3,6,10,1,5,10,0,0,0,2,1750,1,3,2,4,2,60,20,40,2,1,516,1,1,1,0,1,1,0,1,2,0.853203428195986,2,1
648,162,4,1,47.5,50,1,3,4,4,1,1,2,4,3,6,10,1,10,40,0,0,0,2,1750,1,4,2,4,2,60,20,40,2,1,516,1,1,1,0,1,1,0,1,2,0.853203428195986,2,1
649,163,1,0,47.5,50,2,3,4,5,0,0,2,4,2,1,9,5,50,40,0,0,0,1,750,1,1,2,4,1,60,5,10,2,1,1166,2,1,2,0,1,1,0,1,2,1.04102014406593,3,1
650,163,2,0,47.5,50,2,3,4,5,0,0,2,4,2,1,9,0.5,5,40,0,0,0,2,750,1,2,2,4,1,60,5,10,2,1,1166,2,1,2,0,1,1,0,1,2,1.04102014406593,3,1
651,163,3,0,47.5,50,2,3,4,5,0,0,2,4,2,1,9,2.5,5,90,0,0,0,2,750,1,3,2,4,1,60,5,10,2,1,1166,2,1,2,0,1,1,0,1,2,1.04102014406593,3,1
652,163,4,0,47.5,50,2,3,4,5,0,0,2,4,2,1,9,5,5,10,0,0,0,1,750,1,4,2,4,1,60,5,10,2,1,1166,2,1,2,0,1,1,0,1,2,1.04102014406593,3,1
653,164,1,0,47.5,50,2,3,3,4,1,0,0,3,1,4,10,5,5,10,0,0,0,1,750,1,1,0,3,1,90,20,10,1,0,601,1,2,2,0,1,1,0,0,1,1.04420120712074,3,1
654,164,2,0,47.5,50,2,3,3,4,1,0,0,3,1,4,10,2.5,5,40,0,0,0,1,750,1,2,0,3,1,90,20,10,1,0,601,1,2,2,0,1,1,0,0,1,1.04420120712074,3,1
655,164,3,0,47.5,50,2,3,3,4,1,0,0,3,1,4,10,0.5,5,90,0,0,0,1,750,1,3,0,3,1,90,20,10,1,0,601,1,2,2,0,1,1,0,0,1,1.04420120712074,3,1
656,164,4,0,47.5,50,2,3,3,4,1,0,0,3,1,4,10,2.5,50,10,0,0,0,1,750,1,4,0,3,1,90,20,10,1,0,601,1,2,2,0,1,1,0,0,1,1.04420120712074,3,1
657,165,1,0,47.5,15.5,3,2,3,3,1,0,2,4,3,4,10,2.5,10,10,0,0,0,2,2250,1,1,2,4,2,100,100,200,2,0,586,1,2,2,1,1,1,0,1,2,0.94640301428257,4,1
658,165,2,0,47.5,15.5,3,2,3,3,1,0,2,4,3,4,10,0.5,5,40,0,0,0,1,2250,1,2,2,4,2,100,100,200,2,0,586,1,2,2,1,1,1,0,1,2,0.94640301428257,4,1
659,165,3,0,47.5,15.5,3,2,3,3,1,0,2,4,3,4,10,5,10,90,0,0,0,1,2250,1,3,2,4,2,100,100,200,2,0,586,1,2,2,1,1,1,0,1,2,0.94640301428257,4,1
660,165,4,0,47.5,15.5,3,2,3,3,1,0,2,4,3,4,10,1,10,40,0,0,0,1,2250,1,4,2,4,2,100,100,200,2,0,586,1,2,2,1,1,1,0,1,2,0.94640301428257,4,1
661,166,1,0,63,6.5,3,4,5,5,0,0,1,4,1,6,7,5,5,10,0,0,0,1,3500,0,1,1,4,1,80,40,80,2,0,898,1,2,0,1,1,1,0,1,2,1.56216624615003,2,0
662,166,2,0,63,6.5,3,4,5,5,0,0,1,4,1,6,7,2.5,5,40,0,0,0,2,3500,0,2,1,4,1,80,40,80,2,0,898,1,2,0,1,1,1,0,1,2,1.56216624615003,2,0
663,166,3,0,63,6.5,3,4,5,5,0,0,1,4,1,6,7,5,10,90,0,0,0,2,3500,0,3,1,4,1,80,40,80,2,0,898,1,2,0,1,1,1,0,1,2,1.56216624615003,2,0
664,166,4,0,63,6.5,3,4,5,5,0,0,1,4,1,6,7,0.5,50,10,0,0,0,2,3500,0,4,1,4,1,80,40,80,2,0,898,1,2,0,1,1,1,0,1,2,1.56216624615003,2,0
665,167,1,0,63,35,1,3,3,3,1,0,1,2,2,4,10,5,5,10,0,0,0,1,1250,1,1,1,2,1,10,80,40,1,0,353,1,2,2,0,1,1,0,0,0,0.856368835276438,1,1
666,167,2,0,63,35,1,3,3,3,1,0,1,2,2,4,10,0.5,10,10,0,0,0,1,1250,1,2,1,2,1,10,80,40,1,0,353,1,2,2,0,1,1,0,0,0,0.856368835276438,1,1
667,167,3,0,63,35,1,3,3,3,1,0,1,2,2,4,10,1,5,10,0,0,0,1,1250,1,3,1,2,1,10,80,40,1,0,353,1,2,2,0,1,1,0,0,0,0.856368835276438,1,1
668,167,4,0,63,35,1,3,3,3,1,0,1,2,2,4,10,5,5,10,0,0,0,1,1250,1,4,1,2,1,10,80,40,1,0,353,1,2,2,0,1,1,0,0,0,0.856368835276438,1,1
669,168,1,0,32.5,6.5,2,3,4,4,1,1,2,4,2,6,9,5,5,10,0,0,0,2,1250,1,1,2,4,1,5,20,10,1,0,463,2,1,1,0,1,1,0,1,2,1.0734528629821,3,1
670,168,2,0,32.5,6.5,2,3,4,4,1,1,2,4,2,6,9,2.5,5,40,0,0,0,1,1250,1,2,2,4,1,5,20,10,1,0,463,2,1,1,0,1,1,0,1,2,1.0734528629821,3,1
671,168,3,0,32.5,6.5,2,3,4,4,1,1,2,4,2,6,9,1,5,10,0,0,0,2,1250,1,3,2,4,1,5,20,10,1,0,463,2,1,1,0,1,1,0,1,2,1.0734528629821,3,1
672,168,4,0,32.5,6.5,2,3,4,4,1,1,2,4,2,6,9,1,10,40,0,0,0,2,1250,1,4,2,4,1,5,20,10,1,0,463,2,1,1,0,1,1,0,1,2,1.0734528629821,3,1
673,169,1,0,47.5,50,1,5,5,5,2,0,2,3,2,1,10,1,50,90,0,0,0,2,2750,1,1,2,3,2,60,5,10,2,1,385,2,1,2,1,1,1,0,0,1,1.53708872592914,3,1
674,169,2,0,47.5,50,1,5,5,5,2,0,2,3,2,1,10,2.5,5,10,0,0,0,2,2750,1,2,2,3,2,60,5,10,2,1,385,2,1,2,1,1,1,0,0,1,1.53708872592914,3,1
675,169,3,0,47.5,50,1,5,5,5,2,0,2,3,2,1,10,5,10,90,0,0,0,2,2750,1,3,2,3,2,60,5,10,2,1,385,2,1,2,1,1,1,0,0,1,1.53708872592914,3,1
